Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,y,z,is_train,label
-1.3510159390602337,-1.3631823563214027,-1.330629373434823,-1.4564528245781392,-1.4207805284109378,-1.268897206378727,-1.0128324158245554,0,1,1,0
-1.826621848093852,-1.5079270177661404,-1.330629373434823,-1.546596516690423,-1.6352154122174298,-1.7277603485044735,-1.094779030319547,0,1,1,0
-1.6482696322062451,-1.6526716792108773,-1.330629373434823,-1.5252466948743555,-1.6326626159816382,-1.3888273457979559,-1.094779030319547,1,1,1,1
-0.22145190510539145,0.011891927403605174,-0.04663314918808668,-0.5882267373914094,-0.5630409931849689,-0.4033144610051583,-0.45969276798336356,1,1,1,1
-1.2321144618018303,-1.1460653641542962,-0.6886312613114546,-1.2512573149014943,-1.2395319956697362,-1.1698244825106674,-1.0538057230720512,1,1,0,1
-1.4104666776894361,-1.5079270177661404,-0.9454305061608018,-1.2571878209615126,-1.155289719888614,-1.2584684986031414,-1.1644336526402894,1,1,1,1
-0.7565085527682118,-0.7118313798200827,-0.6886312613114546,-0.766141919191969,-0.6651528426166319,-1.0186082197646826,-0.7260192650920856,1,1,1,1
-0.6376070755098074,-0.2775973954858703,-0.04663314918808668,0.04752351224258938,0.18237550766617033,0.045119973345003644,-0.11141965637965001,0,1,1,0
-0.9348607686558187,-0.7118313798200827,-0.04663314918808668,-0.6475317979915959,-0.5324074383554701,-0.7839622948140167,-0.4392061143596156,1,1,1,1
-0.22145190510539145,-0.060480403318763684,0.08176647323658702,-0.29170143439047697,-0.09332648579931932,-0.52845895431218,-0.3162861926171283,1,1,0,1
-1.8860725867230543,-1.7250440099332462,-1.0738301285854752,-1.6035293748666017,-1.4258861208825204,-1.6443306862997924,-1.4635387955470085,0,1,1,0
-0.9348607686558187,-0.7118313798200827,-0.43183201646210706,-1.0187814773487631,-1.0684946478717006,-0.9716790347745493,-0.7669925723395813,0,1,1,0
-0.34035338236379603,-0.7118313798200827,-0.43183201646210706,-0.5751796240593684,-1.0531778704569514,-0.6796752170581649,-0.3572594998646241,1,1,1,1
-1.5293681549478406,-1.5079270177661404,-0.6886312613114546,-1.3876589542819229,-1.4105693434677713,-1.227182375276386,-1.3406188738045213,0,1,0,0
-1.2915652004310323,-1.3631823563214027,-0.5602316388867808,-1.2903986548976174,-1.4488612870046451,-1.1854675441740452,-1.094779030319547,1,1,1,1
-0.2809026437345937,-0.13285273404113257,-0.5602316388867808,-0.4957108428551186,-0.5834633630713015,-0.69010392483375,-0.19336627087464106,1,1,1,1
-0.6970578141390095,-0.060480403318763684,-0.17503277161276037,-0.3557508998386784,-0.45327075504593156,-0.44502929210749864,-0.5211527288546071,1,1,1,1
-2.718382927531885,-2.593511978601672,-1.202229751010149,-1.7850028603031725,-1.6735073557543036,-1.722545994616681,-1.7052813083072331,0,1,1,0
-1.1132129845434255,-0.8565760412648205,-0.43183201646210706,-0.9855706434126589,-1.1323145537664896,-1.0603230508670232,-0.6030993433495984,1,1,1,1
-0.5781563368806051,-0.2775973954858703,-0.04663314918808668,-0.8207025749441402,-0.8285318017072926,-0.7213900481605056,-0.7669925723395813,1,1,0,1
-1.6482696322062451,-1.4355546870437714,-0.8170308837361283,-1.3461454118617924,-1.6250042272742635,-1.5348292546561482,-0.8899124940820684,0,1,1,0
-1.0537622459142233,-0.8565760412648205,-0.43183201646210706,-1.1765329385452594,-1.168053701067572,-1.0551086969792307,-1.2176989520620343,1,1,1,1
-0.34035338236379603,-0.6394590490977148,-0.8170308837361283,-0.674812125867682,-1.0199915193916607,-0.6796752170581649,-0.8489391868345726,1,1,0,1
-0.10255042784698827,-0.2775973954858703,-0.30343239403743405,-0.3308427743866002,-0.2949973884268538,0.07119174278396627,-0.19336627087464106,1,1,1,1
-0.22145190510539145,-0.2052250647635014,-0.43183201646210706,-0.1754635156141117,-0.037164968611905214,-0.2520981982591736,-0.27531288536963255,1,1,1,1
-1.5293681549478406,-1.5079270177661404,-1.4590289958594957,-1.6070876785026131,-1.550973136436308,-1.326255099144445,-1.4635387955470085,1,1,0,1
-2.3022277571274694,-2.086905663545091,-1.4590289958594957,-1.8039804796952321,-1.7551968352996339,-1.6026158551974516,-1.627432024536991,1,1,1,1
-2.8967351434194915,-2.7382566400464095,-1.330629373434823,-1.952243131195698,-1.8215695374302148,-1.8007613029335696,-1.8322985607744697,0,1,0,0
-0.8159592913974141,-0.7842037105424516,-0.6886312613114546,-0.9523598094765545,-0.9204324661957891,-0.6483890937314094,-0.7669925723395813,1,1,1,1
-2.5994814502734807,-2.304022655712197,-1.330629373434823,-1.9071712851395566,-1.857308684731297,-1.832047426260325,-1.6684053317844867,0,1,1,0
-0.9348607686558187,-1.073693033431927,-0.04663314918808668,-1.0662255258289122,-1.208898440840237,-0.7057469864971277,-0.8079658795870769,1,1,1,1
-0.043099689217786,0.011891927403605174,-0.30343239403743405,0.2847437546433355,0.6674067924665691,-0.012237919420714775,0.011500265362837237,1,1,1,1
-1.0537622459142233,-0.9289483719871894,-0.43183201646210706,-0.8017249555520806,-0.8719293377157493,-0.10609628940098129,-0.9718591085770599,1,1,0,1
0.3730554811866299,0.3737535810154486,-0.17503277161276037,0.3677708394835964,0.5601893505633236,0.17547882053981792,-0.1523929636271453,1,1,1,1
-0.10255042784698827,0.08426425812597405,-0.43183201646210706,-0.2169770580342421,-0.019295394961363906,-0.2312407827080033,-0.4392061143596156,1,1,1,1
0.016351049411416255,0.011891927403605174,0.33856571808593444,-0.27272381499841725,-0.21586070511731523,0.3162663755102177,-0.6440726505970941,0,1,1,0
0.016351049411416255,0.15663658884834297,-0.30343239403743405,-0.3747285192307381,-0.04992894979086281,-0.6588178015069945,-0.27531288536963255,1,1,1,1
-0.5187055982514027,-0.494714387652977,-0.30343239403743405,-0.6024599519354544,-0.6140969179008005,-0.4137431687807437,-0.39823280711211984,1,1,1,1
-1.1132129845434255,-0.7842037105424516,-0.5602316388867808,-0.9061018622084092,-0.700891989917714,-0.9560359731111718,-0.8079658795870769,1,1,1,1
-1.2915652004310323,-1.1460653641542962,-0.9454305061608018,-1.1587414203652031,-1.1450785349454478,-1.1124665897449493,-0.8489391868345726,1,1,0,1
-0.39980412099299817,-0.42234205693060806,-0.5602316388867808,-0.47554712225105505,-0.39455644162272524,-0.19474030549345522,-0.5211527288546071,1,1,1,1
-0.45925485962220053,-0.494714387652977,-0.04663314918808668,-0.7270005791958457,-0.504326679761763,-0.7996053564773943,-0.6850459578445898,1,1,1,1
-1.4104666776894361,-1.073693033431927,-0.5602316388867808,-1.3354705009537589,-1.2420847919055278,-1.1072522358571566,-1.2586722593095303,1,1,1,1
-1.0537622459142233,-0.494714387652977,-0.8170308837361283,-1.0342007931048118,-1.0787058328148669,-0.8882493725698682,-0.6440726505970941,1,1,1,1
-1.2321144618018303,-1.1460653641542962,-0.8170308837361283,-1.0721560318889312,-0.8846933188947075,-1.1854675441740452,-0.9718591085770599,1,1,1,1
-1.2915652004310323,-1.073693033431927,-0.30343239403743405,-1.0875753476449794,-1.0812586290506585,-0.8830350186820753,-0.9308858013295641,0,1,1,0
-0.7565085527682118,0.011891927403605174,-0.5602316388867808,-0.764955817979965,-0.7927926544062107,-0.69010392483375,-0.5211527288546071,0,1,1,0
-1.5293681549478406,-1.4355546870437714,-1.0738301285854752,-1.3425871082257812,-1.21400403331182,-1.2949689758176892,-1.2176989520620343,0,1,1,0
0.1352525266698208,0.4461259117378177,-0.9454305061608018,-0.3177956610545593,-0.3077613696058117,-0.48674412320983956,-0.07044634913215428,1,1,0,1
-0.2809026437345937,-0.060480403318763684,-0.30343239403743405,-0.30830685135852925,-0.25670544488998004,0.1806931744276108,-0.11141965637965001,1,1,1,1
-0.10255042784698827,-0.2052250647635014,-1.5874286182841697,-0.5170606646711855,-0.5655937894207606,-0.0748101660742258,-0.5211527288546071,0,1,0,0
0.07580178804061857,0.3013812502930799,-0.9454305061608018,-0.23714077863830568,-0.20564952017414892,-0.1790972438300775,-0.1523929636271453,1,1,1,1
-0.39980412099299817,-0.2052250647635014,-0.9454305061608018,-0.4470806931629655,-0.5247490496480957,-0.5962455548534835,-0.4801794216071114,1,1,1,1
-0.39980412099299817,-0.6394590490977148,-0.43183201646210706,-0.9962455543206924,-1.160395312360197,-0.716175694272713,-0.5211527288546071,1,1,1,1
-0.39980412099299817,-0.494714387652977,-0.43183201646210706,-0.6985341501077564,-1.0353082968064102,-1.0290369275402675,-0.3572594998646241,1,1,0,1
-0.9348607686558187,-0.6394590490977148,-0.17503277161276037,-0.9084740646324164,-0.8617181527725832,-0.9560359731111718,-0.6440726505970941,1,1,0,1
-0.043099689217786,0.229008919570711,-0.43183201646210706,-0.49215253921910723,-0.5196434571765125,-0.5753881393023135,-0.4801794216071114,1,1,1,1
-0.10255042784698827,0.15663658884834297,-0.8170308837361283,-0.46487221134302137,-0.36647568302901795,-0.5441020159755581,-0.4801794216071114,1,1,1,1
0.6108584357034389,0.3737535810154486,-0.30343239403743405,-0.07938931744180938,-0.1367240218077764,0.08683480444734401,0.05247357261033298,1,1,1,1
-0.34035338236379603,-0.060480403318763684,-0.6886312613114546,-0.29644583923849194,-0.3690284792648098,0.10247786611072175,-0.07044634913215428,1,1,0,1
-0.45925485962220053,-0.494714387652977,-0.5602316388867808,-0.5633186119393311,-0.5196434571765125,-0.5128158926488026,-0.5211527288546071,1,1,1,1
0.1352525266698208,0.011891927403605174,-0.30343239403743405,0.06650113163464909,0.12621399047875562,-0.4033144610051583,-0.11141965637965001,1,1,1,1
0.016351049411416255,0.08426425812597405,-0.6886312613114546,-0.29407363681448473,-0.47624592116805536,-0.4971728309854245,-0.07044634913215428,1,1,1,1
-1.8860725867230543,-1.8697886713779839,-1.0738301285854752,-1.7944916699992022,-1.7883831863649247,-1.7903325951579845,-1.5168040949687527,1,1,1,1
-1.5888188935770426,-1.5079270177661404,-1.0738301285854752,-1.6213208930466578,-1.4999172117204764,-1.6599737479631698,-1.4881227798955061,0,1,1,0
-1.5293681549478406,-1.7250440099332462,-0.43183201646210706,-1.3817284482219043,-1.461625268183603,-1.5921871474218665,-1.2176989520620343,1,1,1,1
-0.5187055982514027,-0.494714387652977,-0.17503277161276037,-0.8195164737321368,-0.9842523720905787,-0.7891766487018091,-0.4801794216071114,1,1,1,1
-2.480579973015076,-2.448767317156935,-1.4590289958594957,-1.9380099166516533,-1.9543149416913765,-1.6808311635143405,-1.7831305920774752,1,1,1,1
-1.9455233253522568,-1.5802993484885093,-0.5602316388867808,-1.5620158324464712,-1.6454265971605961,-1.654759394075377,-1.2340882749610322,1,1,0,1
-1.4104666776894361,-1.2908100255990334,-0.8170308837361283,-1.3710535373138704,-1.3314326601582323,-1.3992560535735408,-1.152141660466041,1,1,1,1
-2.5994814502734807,-2.304022655712197,-1.4590289958594957,-1.9795234590717838,-1.9619733303987512,-1.8372617801481177,-1.8322985607744697,0,1,1,0
-1.5293681549478406,-1.6526716792108773,-0.6886312613114546,-1.5975988688065834,-1.479494841834144,-1.5556866702073184,-1.586458717289496,0,1,1,0
-1.1726637231726276,-1.1460653641542962,-0.30343239403743405,-0.6356707858715587,-1.1961344596612793,-1.0290369275402675,-1.0538057230720512,0,1,1,0
-1.4699174163186384,-1.5079270177661404,-0.9454305061608018,-1.3319121973177477,-1.372277399930898,-0.8830350186820753,-1.1357523375670426,1,1,1,1
-1.2321144618018303,-1.0013207027095583,-0.30343239403743405,-1.0140370725007481,-1.0991282027011995,-1.2584684986031414,-0.6850459578445898,1,1,1,1
-1.0537622459142233,-0.9289483719871894,-0.17503277161276037,-1.1196000803690804,-1.150184127417031,-1.0916091741937788,-1.0538057230720512,1,1,1,1
-0.45925485962220053,-0.5670867183753459,-0.30343239403743405,-0.7234422755598346,-0.9536188172610798,-0.6327460320680316,-0.4392061143596156,1,1,1,1
-1.1132129845434255,-1.2184376948766653,-0.43183201646210706,-1.1207861815810838,-1.257401569320277,-0.9091067881210384,-1.0128324158245554,1,1,1,1
-0.8159592913974141,-0.7842037105424516,-0.43183201646210706,-0.9333821900844949,-1.0455194817495763,-0.6483890937314094,-0.9308858013295641,1,1,1,1
-0.6376070755098074,-0.7842037105424516,0.33856571808593444,-0.7459781985879054,-0.8744821339515412,-0.2416694904835885,-0.8489391868345726,1,1,1,1
-0.9348607686558187,-1.1460653641542962,-0.17503277161276037,-0.9701513276566104,-1.0046747419769113,-0.8726063109064907,-0.8899124940820684,1,1,0,1
-2.3616784957566717,-2.376394986434567,-0.9454305061608018,-1.8075387833312433,-1.6990353181122195,-1.7016885790655105,-1.750351946279478,0,1,1,0
-2.1833262798690654,-2.304022655712197,-1.0738301285854752,-1.7292561033389966,-1.6837185406974697,-1.7642608257190215,-1.5413880793172503,1,1,1,1
-2.1238755412398627,-2.2316503249898285,-0.8170308837361283,-1.4896636585142438,-1.3237742714508576,-1.4461852385636744,-1.4840254491707563,0,1,1,0
-1.9455233253522568,-1.8697886713779839,-0.43183201646210706,-1.4896636585142438,-1.5152339891352262,-1.326255099144445,-1.2668669207590286,1,1,1,1
-2.5994814502734807,-2.304022655712197,-0.6886312613114546,-1.8229580990872918,-1.8419919073165472,-1.7903325951579845,-1.6233346938122417,1,1,1,1
-0.6376070755098074,-0.6394590490977148,-0.6886312613114546,-0.1303916695579699,-0.3256309432563527,0.14940705110085495,-0.029473041884658522,1,1,1,1
-1.3510159390602337,-1.3631823563214027,-1.9726274855581905,-1.3212372864097142,-1.3237742714508576,-1.0811804664181937,-1.1767256448145385,1,1,0,1
-0.8754100300266164,-0.7842037105424516,-0.8170308837361283,-0.6522762028396109,-0.9025628925452481,-0.7266044020482982,-0.3572594998646241,1,1,1,1
-0.39980412099299817,-0.494714387652977,-0.6886312613114546,-0.3937061386227978,-0.38945084915114214,-0.6171029704046539,-0.5621260361021025,1,1,0,1
-0.6970578141390095,-0.7842037105424516,-0.9454305061608018,-0.5265494743672158,-0.7774758769914613,-0.5023871848732173,-0.27531288536963255,1,1,1,1
-0.8754100300266164,-1.073693033431927,-0.6886312613114546,-0.9227072791764614,-1.139972942473865,-0.5232446004243879,-0.6440726505970941,1,1,0,1
-0.6376070755098074,-0.42234205693060806,-0.9454305061608018,-0.4233586689228909,-0.8566125603010001,-0.5493163698633503,-0.07044634913215428,1,1,0,1
-0.8159592913974141,-0.9289483719871894,-0.8170308837361283,-0.9215211779644575,-0.9612772059684545,-0.47110106154646186,-1.0128324158245554,1,1,1,1
-0.6970578141390095,-1.0013207027095583,-1.0738301285854752,-0.8918686476643641,-1.0812586290506585,-0.5910312009656914,-0.7669925723395813,1,1,0,1
-1.5888188935770426,-1.5802993484885093,-1.7158282407088434,-1.5786212494145233,-1.5688427100868485,-1.6130445629730366,-1.422565488299513,1,1,0,1
-0.5781563368806051,-0.5670867183753459,-0.6886312613114546,-0.48029152709906997,-0.8949045038378735,-0.35638527601502507,-0.27531288536963255,1,1,1,1
-0.6970578141390095,-1.0013207027095583,-0.43183201646210706,-0.9144045706924352,-1.030202704334827,-0.2625269060347588,-1.1357523375670426,0,1,0,0
-0.5187055982514027,-0.494714387652977,-0.6886312613114546,-0.5680630167873462,-0.762159099576712,-0.4971728309854245,-0.1523929636271453,1,1,1,1
-1.1132129845434255,-1.4355546870437714,-0.9454305061608018,-1.1812773433932742,-1.2012400521328623,-0.7005326326093352,-1.2996455665570255,1,1,1,1
-0.10255042784698827,-0.2052250647635014,-0.04663314918808668,0.16850583586696963,0.13897797165771356,0.029476911681625875,-0.23433957812213682,1,1,0,1
-0.10255042784698827,-0.3499697262082392,-0.9454305061608018,0.039220803758563676,-0.5221962534123041,-0.6431747398436171,0.09344687985782875,1,1,0,1
-2.3022277571274694,-2.593511978601672,-1.0738301285854752,-1.8419357184793514,-1.801147167543882,-1.524400546880563,-1.750351946279478,0,1,1,0
-1.4699174163186384,-1.6526716792108773,-0.5602316388867808,-1.3829145494339081,-1.443755694533062,-0.7370331098238834,-1.4635387955470085,0,1,1,0
-1.0537622459142233,-1.073693033431927,-0.43183201646210706,-0.674812125867682,-1.048072277985368,-0.6431747398436171,-0.9308858013295641,1,1,1,1
-0.8754100300266164,-1.0013207027095583,-0.30343239403743405,-0.8717049270603008,-1.0940226102296164,-0.5180302465365951,-0.8079658795870769,1,1,1,1
-1.0537622459142233,-1.073693033431927,-0.43183201646210706,-0.9642208215965918,-1.1221033688233235,-0.903892434233246,-0.8489391868345726,1,1,1,1
-1.3510159390602337,-1.5079270177661404,-0.43183201646210706,-1.1136695743090614,-1.2701655504992346,-0.815248418140772,-0.8899124940820684,1,1,0,1
-0.8754100300266164,-1.0013207027095583,-0.17503277161276037,-0.9571042143245695,-1.0429666855137847,-0.7996053564773943,-0.6850459578445898,1,1,1,1
-1.2915652004310323,-1.2184376948766653,0.5953649629352812,-1.2690488330815497,-1.3212214752150664,-1.0446799892036454,-1.1152656839432948,0,1,1,0
-0.7565085527682118,-0.7118313798200827,-0.30343239403743405,-0.8301913846401704,-1.2012400521328623,-0.6796752170581649,-0.5293473903041064,1,1,1,1
-0.5781563368806051,-0.6394590490977148,-0.04663314918808668,-0.7815612349480173,-0.866823745244166,-0.6275316781802391,-0.693240619294089,1,1,1,1
-1.6482696322062451,-1.7250440099332462,-1.202229751010149,-1.5442243142664156,-1.4973644154846846,-1.3836129919101634,-1.4471494726480103,0,1,0,0
-1.4104666776894361,-1.6526716792108773,-0.5602316388867808,-1.3046318694416619,-1.4539668794762282,-1.1646101286228747,-0.9308858013295641,1,1,1,1
-1.5293681549478406,-1.7250440099332462,-0.8170308837361283,-1.650973423346751,-1.6913769294048446,-1.2845402680421043,-1.5045121027945043,1,1,0,1
-1.826621848093852,-1.7974163406556152,-0.6886312613114546,-1.4339169015500688,-1.5228923778426005,-1.4096847613491261,-1.1767256448145385,0,1,0,0
-0.7565085527682118,-1.073693033431927,-0.5602316388867808,-0.9096601658444203,-0.8310845979430844,-0.1999546593812478,-1.1767256448145385,1,1,1,1
-2.0644248026106604,-2.1592779942674594,-0.9454305061608018,-1.7233255972789785,-1.6684017632827204,-1.4409708846758815,-1.6684053317844867,0,1,1,0
-1.2915652004310323,-1.1460653641542962,-0.9454305061608018,-1.1018085621890241,-0.9408548360821218,-1.4096847613491261,-1.0620003845215507,0,1,1,0
-1.0537622459142233,-1.0013207027095583,-0.8170308837361283,-1.0342007931048118,-0.7340783409830045,-1.3836129919101634,-0.9923457622008078,0,1,1,0
-0.9348607686558187,-0.7842037105424516,-0.8170308837361283,-1.0614811209808974,-0.9204324661957891,-1.0551086969792307,-1.0865843688700478,0,1,1,0
-0.8754100300266164,-0.2052250647635014,-0.43183201646210706,-0.5158745634591819,-0.5553826044775942,-0.45024364599529154,-0.4883740830566105,0,1,0,0
-0.6376070755098074,-0.8565760412648205,-0.6886312613114546,-0.6676955185956595,-0.5758049743639267,-0.8986780803454534,-0.6030993433495984,0,1,1,0
-0.45925485962220053,-0.7118313798200827,-0.8170308837361283,-0.3652397095347086,0.15940034154404614,-0.38767139934178046,-0.7915765566880788,0,1,1,0
-0.34035338236379603,-0.060480403318763684,-0.17503277161276037,-0.07227271016978724,-0.2209662975888981,-0.2833843215859288,-0.09093300275590215,1,1,1,1
-0.2809026437345937,-0.2775973954858703,-0.30343239403743405,-0.1813940216741302,0.24619541356095972,-0.6327460320680316,-0.49247141378136017,0,1,0,0
-0.16200116647619053,-0.060480403318763684,-0.04663314918808668,0.034476398910548746,0.11855560177138091,0.11812092777409952,-0.27531288536963255,1,1,1,1
-0.10255042784698827,0.011891927403605174,-0.17503277161276037,-0.2205353616702532,-0.31031416584160326,-0.1373824127277368,-0.19746360159939066,0,1,1,0
-0.10255042784698827,-0.2775973954858703,-0.6886312613114546,-0.6914175428357341,-0.5170906609407209,-0.5545307237511432,-0.857133848284072,1,1,1,1
0.1352525266698208,0.08426425812597405,-0.6886312613114546,0.1352950019308657,0.02410214104709288,-0.2416694904835885,0.2573401088478116,1,1,1,1
0.4325062198158322,0.8079875653496622,-0.17503277161276037,0.5955022721883125,0.4836054634895761,1.0723476892401418,0.17539349435282023,0,1,1,0
0.49195695844503434,0.6632429039049244,0.21016609566126074,0.6215964988523944,0.9456615821678506,0.2693371905200844,0.13442018710532452,0,1,1,0
-1.2321144618018303,-1.2184376948766653,-0.8170308837361283,-1.2049993676333486,-1.1655009048317801,-1.1176809436327417,-1.2176989520620343,0,1,1,0
-1.1726637231726276,-1.1460653641542962,-1.0738301285854752,-0.8740771294843083,-0.6626000463808404,-1.274111560266519,-1.0538057230720512,0,1,0,0
-1.1726637231726276,-1.0013207027095583,-0.30343239403743405,-0.9606625179605804,-0.8055566355851687,-0.9195354958966234,-1.1562389911907904,0,1,1,0
-1.1726637231726276,-1.2908100255990334,-0.9454305061608018,-1.0519923112848675,-0.7059975823892971,-1.1646101286228747,-1.2996455665570255,0,1,0,0
-1.0537622459142233,-1.0013207027095583,-0.8170308837361283,-0.9393126961445134,-0.6651528426166319,-1.0916091741937788,-1.0579030537968006,0,1,1,0
-0.9943115072850209,-0.8565760412648205,-0.5602316388867808,-0.9760818337166292,-0.749395118397754,-1.0342512814280602,-1.2217962827867836,0,1,1,0
-0.9943115072850209,-0.7842037105424516,-0.5602316388867808,-1.0318285906808045,-0.9102212812526229,-0.8882493725698682,-1.2668669207590286,0,1,1,0
-0.9348607686558187,-0.9289483719871894,-0.5602316388867808,-0.9144045706924352,-0.6932336012103393,-0.7839622948140167,-1.1644336526402894,0,1,1,0
-0.9348607686558187,-1.0013207027095583,-0.5602316388867808,-0.9547320119005619,-0.6677056388524235,-1.039465635315853,-1.189017636988787,0,1,0,0
-0.9348607686558187,-0.7842037105424516,-0.8170308837361283,-0.8835659391803382,-0.5834633630713015,-1.1333240052961195,-0.951372454953312,0,1,1,0
-0.8754100300266164,-0.6394590490977148,-0.8170308837361283,-0.9559181131125656,-0.8234262092357096,-0.9977508042135123,-1.1767256448145385,0,1,0,0
-0.8159592913974141,-0.9289483719871894,-0.5602316388867808,-0.6546484052636183,-0.28989179595527065,-0.8673919570186979,-0.8899124940820684,0,1,1,0
-0.8159592913974141,-0.7118313798200827,-0.17503277161276037,-0.8100276640361068,-0.527301845883887,-0.987322096437927,-0.9022044862563171,0,1,1,0
-0.8159592913974141,-0.6394590490977148,-0.30343239403743405,-0.5905989398154171,-0.3256309432563527,-0.49195847709763224,-0.8448418561098231,0,1,1,0
-0.7565085527682118,-0.9289483719871894,-0.04663314918808668,-0.7886778422200399,-0.4124260152732663,-0.9560359731111718,-1.1767256448145385,0,1,0,0
-0.6376070755098074,-0.7842037105424516,-0.43183201646210706,-0.7412337937398905,-0.5936745480144682,-0.7422474637116759,-1.0538057230720512,1,1,1,1
-0.5781563368806051,-0.7118313798200827,-0.8170308837361283,-0.9333821900844949,-0.9127740774884144,-0.7109613403849203,-0.9226911398800648,0,1,1,0
-0.5187055982514027,-0.3499697262082392,-0.43183201646210706,-0.7791890325240098,-0.8412957828862507,-0.7213900481605056,-0.6809486271198403,0,1,1,0
-0.5187055982514027,-0.2775973954858703,-0.43183201646210706,-0.40556715074283484,-0.39200364538693366,0.003405142242662665,-0.6481699813218437,0,1,1,0
-0.10255042784698827,-0.060480403318763684,-0.04663314918808668,0.3559098273635594,0.5729533317422811,0.2901946060712548,-0.029473041884658522,1,1,0,1
-0.10255042784698827,-0.13285273404113257,-0.43183201646210706,0.04396520860657807,0.38915200276528755,-0.09566758162539613,-0.4801794216071114,0,1,0,0
-0.10255042784698827,0.08426425812597405,0.33856571808593444,-0.3355871792346152,-0.21841350135310678,-0.3668139837906102,-0.693240619294089,0,1,1,0
-0.043099689217786,0.3013812502930799,0.08176647323658702,0.16376143101895524,0.23087863614621026,0.47791134603178775,-0.07044634913215428,0,1,1,0
0.016351049411416255,0.011891927403605174,-0.17503277161276037,-0.07820321622980578,0.24619541356095972,-0.1790972438300775,-0.12371164855389874,1,1,1,1
0.016351049411416255,0.5184982424601865,-0.6886312613114546,0.21001937828710032,0.6929347548244849,0.2901946060712548,-0.5047634059556088,0,1,0,0
